title,studio,domestic_gross,foreign_gross,year,title_lower,tconst,primary_title,original_title,start_year,runtime_minutes,genres,primary_title_lower,averagerating,numvotes
A Little Bit of Heaven,MNE,15400.0,1300000,2012,a little bit of heaven,tt1440161,A Little Bit of Heaven,A Little Bit of Heaven,2011,106.0,"Comedy,Drama,Fantasy",a little bit of heaven,6.3,26441
The Other Son,Cohen,1300000.0,,2012,the other son,tt2073016,The Other Son,Le fils de l'autre,2012,105.0,Drama,the other son,7.4,3144
Meerkats,NGE,778000.0,482000,2012,meerkats,tt2713406,Meerkats,Meerkats,2011,40.0,Documentary,meerkats,7.4,7
"For a Good Time, Call...",Focus,1300000.0,,2012,"for a good time, call...",tt1996264,"For a Good Time, Call...","For a Good Time, Call...",2012,85.0,Comedy,"for a good time, call...",6.0,14990
Take This Waltz,Magn.,1200000.0,,2012,take this waltz,tt1592281,Take This Waltz,Take This Waltz,2011,116.0,"Comedy,Drama",take this waltz,6.6,25866
Once Upon a Time in Anatolia,CGld,152000.0,1000000,2012,once upon a time in anatolia,tt1827487,Once Upon a Time in Anatolia,Bir Zamanlar Anadolu'da,2011,157.0,"Crime,Drama",once upon a time in anatolia,7.9,34691
Ek Main Aur Ekk Tu,UTV,1200000.0,,2012,ek main aur ekk tu,tt1703958,Ek Main Aur Ekk Tu,Ek Main Aur Ekk Tu,2012,110.0,"Comedy,Drama,Romance",ek main aur ekk tu,5.8,5997
The Deep Blue Sea,MBox,1100000.0,,2012,the deep blue sea,tt1700844,The Deep Blue Sea,The Deep Blue Sea,2011,98.0,"Drama,Romance",the deep blue sea,6.3,13741
Coriolanus,Wein.,757000.0,315000,2012,coriolanus,tt1372686,Coriolanus,Coriolanus,2011,123.0,"Drama,Thriller,War",coriolanus,6.1,29654
Coriolanus,Wein.,757000.0,315000,2012,coriolanus,tt3313066,Coriolanus,National Theatre Live: Coriolanus,2014,192.0,"Drama,History,War",coriolanus,8.7,1347
Diana Vreeland: The Eye Has to Travel,Gold.,1000000.0,,2012,diana vreeland: the eye has to travel,tt2053352,Diana Vreeland: The Eye Has to Travel,Diana Vreeland: The Eye Has to Travel,2011,86.0,"Biography,Documentary",diana vreeland: the eye has to travel,7.5,1299
First Position,IFC,1000000.0,,2012,first position,tt2008513,First Position,First Position,2011,95.0,Documentary,first position,7.6,3178
Damsels in Distress,SPC,1000000.0,,2012,damsels in distress,tt1667307,Damsels in Distress,Damsels in Distress,2011,99.0,"Comedy,Drama,Romance",damsels in distress,5.7,8794
Rampart,MNE,973000.0,,2012,rampart,tt1640548,Rampart,Rampart,2011,108.0,"Crime,Drama",rampart,5.8,22094
Elles,KL,158000.0,754000,2012,elles,tt1549589,Elles,Elles,2011,99.0,Drama,elles,5.6,5889
W.E.,Wein.,583000.0,285000,2012,w.e.,tt1536048,W.E.,W.E.,2011,119.0,"Drama,History,Romance",w.e.,6.3,11314
Breathing,KL,4600.0,803000,2012,breathing,tt1680679,Breathing,Atmen,2011,94.0,Drama,breathing,7.0,2619
Darling Companion,SPC,794000.0,,2012,darling companion,tt1730687,Darling Companion,Darling Companion,2012,103.0,"Comedy,Drama,Romance",darling companion,5.1,3085
Teri Meri Kahaani,Eros,781000.0,,2012,teri meri kahaani,tt2354407,Teri Meri Kahaani,Teri Meri Kahaani,2012,117.0,"Comedy,Drama,Romance",teri meri kahaani,4.8,3625
Son of Sardaar,Eros,772000.0,,2012,son of sardaar,tt2178508,Son of Sardaar,Son of Sardaar,2012,141.0,"Action,Comedy",son of sardaar,4.0,8109
Agent Vinod,Eros,698000.0,,2012,agent vinod,tt1395025,Agent Vinod,Agent Vinod,2012,157.0,"Action,Adventure,Thriller",agent vinod,5.2,6613
Student of the Year,Eros,670000.0,,2012,student of the year,tt2172071,Student of the Year,Student of the Year,2012,146.0,"Comedy,Drama,Romance",student of the year,5.4,12940
Holy Motors,IM,641000.0,,2012,holy motors,tt2076220,Holy Motors,Holy Motors,2012,115.0,"Drama,Fantasy",holy motors,7.1,36874
Free Men,FM,53800.0,564000,2012,free men,tt1699185,Free Men,Les hommes libres,2011,99.0,"Drama,History,Romance",free men,6.6,1226
Vicky Donor,Eros,549000.0,,2012,vicky donor,tt2317337,Vicky Donor,Vicky Donor,2012,126.0,"Comedy,Romance",vicky donor,7.8,35465
Being Flynn,Focus,540000.0,,2012,being flynn,tt0455323,Being Flynn,Being Flynn,2012,102.0,Drama,being flynn,6.4,15780
Ai Weiwei: Never Sorry,IFC,534000.0,,2012,ai weiwei: never sorry,tt1845773,Ai Weiwei: Never Sorry,Ai Weiwei: Never Sorry,2012,91.0,Documentary,ai weiwei: never sorry,7.6,3974
Where Do We Go Now?,SPC,532000.0,,2012,where do we go now?,tt1772424,Where Do We Go Now?,Et maintenant on va où?,2011,110.0,"Comedy,Drama",where do we go now?,7.5,10405
Ferrari Ki Sawaari,Eros,434000.0,,2012,ferrari ki sawaari,tt2122340,Ferrari Ki Sawaari,Ferrari Ki Sawaari,2012,140.0,"Comedy,Drama,Family",ferrari ki sawaari,6.4,4597
Dark Tide,WHE,,432000,2012,dark tide,tt1507563,Dark Tide,Dark Tide,2012,94.0,"Action,Adventure,Drama",dark tide,4.3,7682
Apartment 143,Magn.,400.0,426000,2012,apartment 143,tt1757742,Apartment 143,Emergo,2011,80.0,"Horror,Thriller",apartment 143,5.1,10575
Sound of My Voice,FoxS,408000.0,,2012,sound of my voice,tt1748207,Sound of My Voice,Sound of My Voice,2011,85.0,"Drama,Mystery,Sci-Fi",sound of my voice,6.6,19387
Khiladi 786,Eros,379000.0,,2012,khiladi 786,tt2166214,Khiladi 786,Khiladi 786,2012,141.0,"Action,Comedy",khiladi 786,4.4,5648
Smashed,SPC,377000.0,,2012,smashed,tt2063781,Smashed,Smashed,2012,81.0,Drama,smashed,6.8,15627
Universal Soldier: Day of Reckoning,Magn.,5500.0,364000,2012,universal soldier: day of reckoning,tt1659343,Universal Soldier: Day of Reckoning,Universal Soldier: Day of Reckoning,2012,114.0,"Action,Horror,Mystery",universal soldier: day of reckoning,5.1,18206
The Oranges,ATO,366000.0,,2012,the oranges,tt1313139,The Oranges,The Oranges,2011,90.0,"Comedy,Drama,Romance",the oranges,5.9,12028
Liberal Arts,IFC,327000.0,,2012,liberal arts,tt1872818,Liberal Arts,Liberal Arts,2012,97.0,"Comedy,Drama,Romance",liberal arts,6.7,34091
Compliance,Magn.,319000.0,,2012,compliance,tt1971352,Compliance,Compliance,2012,90.0,"Biography,Crime,Drama",compliance,6.4,28703
Back to 1942,CL,313000.0,,2012,back to 1942,tt2113822,Back to 1942,Yi jiu si er,2012,145.0,Drama,back to 1942,6.9,2847
The Flowers of War,WHE,311000.0,,2012,the flowers of war,tt1410063,The Flowers of War,Jin ling shi san chai,2011,146.0,"Drama,History,Romance",the flowers of war,7.6,45784
Something From Nothing: The Art of Rap,IM,288000.0,,2012,something from nothing: the art of rap,tt2062996,Something from Nothing: The Art of Rap,Something from Nothing: The Art of Rap,2012,106.0,"Documentary,Music",something from nothing: the art of rap,7.2,3217
Love in the Buff,CL,256000.0,,2012,love in the buff,tt2238839,Love in the Buff,Chun Kiu yi Chi Ming,2012,112.0,"Comedy,Romance",love in the buff,6.9,1507
Lola Versus,FoxS,253000.0,,2012,lola versus,tt1710417,Lola Versus,Lola Versus,2012,87.0,Comedy,lola versus,5.5,7966
Keep the Lights On,MBox,246000.0,,2012,keep the lights on,tt2011953,Keep the Lights On,Keep the Lights On,2012,101.0,"Drama,Romance",keep the lights on,6.3,4984
Gerhard Richter Painting,KL,243000.0,,2012,gerhard richter painting,tt1982113,Gerhard Richter Painting,Gerhard Richter Painting,2011,97.0,Documentary,gerhard richter painting,7.2,600
Trishna,IFC,240000.0,,2012,trishna,tt1836987,Trishna,Trishna,2011,117.0,Drama,trishna,6.0,2816
Elena,Zeit.,233000.0,,2012,elena,tt1925421,Elena,Elena,2011,109.0,"Crime,Drama,Thriller",elena,7.3,11307
Elena,Zeit.,233000.0,,2012,elena,tt2475154,Elena,Elena,2012,80.0,"Biography,Documentary,Drama",elena,7.7,1235
Elena,Zeit.,233000.0,,2012,elena,tt3747268,Elena,Elena,2014,,"Comedy,Romance",elena,3.1,91
Tezz,Eros,230000.0,,2012,tezz,tt1706317,Tezz,Tezz,2012,121.0,"Action,Crime,Thriller",tezz,3.9,1951
The Viral Factor,CL,220000.0,,2012,the viral factor,tt2063011,The Viral Factor,Jik zin,2012,122.0,"Action,Drama,Thriller",the viral factor,6.0,2405
Neil Young Journeys,SPC,215000.0,,2012,neil young journeys,tt2043931,Neil Young Journeys,Neil Young Journeys,2011,87.0,"Documentary,Music",neil young journeys,6.5,653
Tai Chi Zero,Vari.,212000.0,,2012,tai chi zero,tt1981080,Tai Chi Zero,Tai ji 1: Cong 0 kai shi,2012,98.0,"Action,Adventure,Drama",tai chi zero,6.1,4593
The House I Live In,Abr.,211000.0,,2012,the house i live in,tt2125653,The House I Live In,The House I Live In,2012,108.0,Documentary,the house i live in,7.9,5023
10 Years,Anch.,203000.0,,2012,10 years,tt1715873,10 Years,10 Years,2011,100.0,"Comedy,Drama,Romance",10 years,6.1,22484
17 Girls,Strand,15100.0,186000,2012,17 girls,tt1860152,17 Girls,17 filles,2011,86.0,Drama,17 girls,6.0,2980
Any Day Now,MBox,201000.0,,2012,any day now,tt2066176,Any Day Now,Any Day Now,2012,98.0,Drama,any day now,7.5,5464
Tere Naal Love Ho Gaya,UTV,178000.0,,2012,tere naal love ho gaya,tt2130242,Tere Naal Love Ho Gaya,Tere Naal Love Ho Gaya,2012,130.0,"Comedy,Drama,Romance",tere naal love ho gaya,5.8,3780
Butter,RTWC,105000.0,70700,2012,butter,tt1349451,Butter,Butter,2011,90.0,"Comedy,Drama",butter,6.2,19447
Kill List,IFC,29100.0,143000,2012,kill list,tt1788391,Kill List,Kill List,2011,95.0,"Crime,Drama,Horror",kill list,6.4,32807
Flying Swords of Dragon Gate,IM,170000.0,,2012,flying swords of dragon gate,tt1686784,Flying Swords of Dragon Gate,Long men fei jia,2011,122.0,"Action,Adventure",flying swords of dragon gate,6.0,7295
Joker,UTV,169000.0,,2012,joker,tt1918886,Joker,Joker,2012,104.0,"Comedy,Family,Sci-Fi",joker,2.6,4552
Joker,UTV,169000.0,,2012,joker,tt3002286,Joker,Joker,2013,94.0,"Action,Thriller",joker,5.5,12
Joker,UTV,169000.0,,2012,joker,tt5611648,Joker,Joker,2016,130.0,"Comedy,Drama",joker,8.5,2451
Dark Horse,BM&DH,166000.0,,2012,dark horse,tt1690455,Dark Horse,Dark Horse,2011,86.0,"Comedy,Drama",dark horse,5.9,5322
Dark Horse,BM&DH,166000.0,,2012,dark horse,tt4137902,Dark Horse,Dark Horse,2015,85.0,"Documentary,Drama",dark horse,7.3,908
Shirin Farhad Ki Toh Nikal Padi,Eros,156000.0,,2012,shirin farhad ki toh nikal padi,tt2187972,Shirin Farhad Ki Toh Nikal Padi,Shirin Farhad Ki Toh Nikal Padi,2012,111.0,Romance,shirin farhad ki toh nikal padi,4.3,977
Bullhead,Drft.,152000.0,,2012,bullhead,tt1821593,Bullhead,Rundskop,2011,129.0,"Crime,Drama",bullhead,7.4,20708
Chakravyuh,Eros,152000.0,,2012,chakravyuh,tt2292625,Chakravyuh,Chakravyuh,2012,152.0,"Action,Drama,Thriller",chakravyuh,6.9,2838
Luv Shuv Tey Chicken Khurana,UTV,144000.0,,2012,luv shuv tey chicken khurana,tt2186933,Luv Shuv Tey Chicken Khurana,Luv Shuv Tey Chicken Khurana,2012,140.0,Comedy,luv shuv tey chicken khurana,6.6,3335
High School,Anch.,139000.0,,2012,high school,tt1247667,High School,High School,2010,99.0,Comedy,high school,5.8,7060
The Loneliest Planet,IFC,130000.0,,2012,the loneliest planet,tt1695405,The Loneliest Planet,The Loneliest Planet,2011,113.0,Thriller,the loneliest planet,5.5,3577
"Turn Me On, Dammit!",NYer,126000.0,,2012,"turn me on, dammit!",tt1650407,"Turn Me On, Dammit!","Få meg på, for faen",2011,76.0,"Comedy,Romance","turn me on, dammit!",6.3,8786
God Bless America,Magn.,123000.0,,2012,god bless america,tt1912398,God Bless America,God Bless America,2011,105.0,"Adventure,Comedy,Crime",god bless america,7.2,65913
The Woman in the Fifth,ATO,114000.0,,2012,the woman in the fifth,tt1605777,The Woman in the Fifth,La femme du Vème,2011,84.0,"Drama,Mystery,Thriller",the woman in the fifth,5.4,5581
Hello I Must Be Going,Osci.,107000.0,,2012,hello i must be going,tt2063666,Hello I Must Be Going,Hello I Must Be Going,2012,95.0,"Comedy,Drama,Romance",hello i must be going,6.2,5489
The Magic of Belle Isle,Magn.,102000.0,,2012,the magic of belle isle,tt1839654,The Magic of Belle Isle,The Magic of Belle Isle,2012,109.0,"Comedy,Drama",the magic of belle isle,7.0,16244
"Oslo, August 31st",Strand,101000.0,,2012,"oslo, august 31st",tt1736633,"Oslo, August 31st","Oslo, 31. august",2011,95.0,Drama,"oslo, august 31st",7.7,17235
Mugamoodi,UTV,101000.0,,2012,mugamoodi,tt2367996,Mugamoodi,Mugamoodi,2012,150.0,"Action,Adventure",mugamoodi,5.0,835
V/H/S,Magn.,100000.0,,2012,v/h/s,tt2105044,V/H/S,V/H/S,2012,116.0,"Horror,Thriller",v/h/s,5.8,53034
Goodbye First Love,IFC,95000.0,,2012,goodbye first love,tt1618447,Goodbye First Love,Un amour de jeunesse,2011,110.0,"Drama,Romance",goodbye first love,6.6,4352
Marina Abramovic: The Artist is Present,MBox,86600.0,,2012,marina abramovic: the artist is present,tt2073029,Marina Abramovic: The Artist Is Present,Marina Abramovic: The Artist Is Present,2012,106.0,"Biography,Documentary,History",marina abramovic: the artist is present,7.9,5317
The Eye of the Storm,SEG,83600.0,,2012,the eye of the storm,tt1600207,The Eye of the Storm,The Eye of the Storm,2011,114.0,Drama,the eye of the storm,6.3,1440
Wagner & Me,FRun,37700.0,41000,2012,wagner & me,tt1683519,Wagner & Me,Wagner & Me,2010,89.0,"Biography,Documentary,History",wagner & me,7.0,283
The Innkeepers,Magn.,78400.0,,2012,the innkeepers,tt1594562,The Innkeepers,The Innkeepers,2011,101.0,"Drama,Horror,Mystery",the innkeepers,5.5,31089
This is Not a Film,PalT,77000.0,,2012,this is not a film,tt1667905,This Is Not a Film,In film nist,2011,75.0,Documentary,this is not a film,7.5,4313
The Island President,Gold.,76400.0,,2012,the island president,tt1990352,The Island President,The Island President,2011,101.0,Documentary,the island president,7.3,1115
Detachment,Trib.,72700.0,,2012,detachment,tt1683526,Detachment,Detachment,2011,98.0,Drama,detachment,7.7,69559
The Green Wave,RF,,70100,2012,the green wave,tt1667130,The Green Wave,The Green Wave,2010,80.0,Documentary,the green wave,7.6,290
Attenberg,Strand,24000.0,45900,2012,attenberg,tt1691323,Attenberg,Attenberg,2010,97.0,Drama,attenberg,6.2,5462
Vulgaria,CL,59100.0,,2012,vulgaria,tt2266938,Vulgaria,Dai juk hei kek,2012,93.0,Comedy,vulgaria,6.3,1263
The Turin Horse,CGld,56400.0,,2012,the turin horse,tt1316540,The Turin Horse,A torinói ló,2011,155.0,Drama,the turin horse,7.8,13459
Jodi Breakers,Yash,52600.0,,2012,jodi breakers,tt2191721,Jodi Breakers,Jodi Breakers,2012,127.0,"Comedy,Musical,Romance",jodi breakers,3.5,1051
Painted Skin: The Resurrection,WGUSA,50400.0,,2012,painted skin: the resurrection,tt2371411,Painted Skin: The Resurrection,Hua pi 2,2012,131.0,"Fantasy,Mystery,Romance",painted skin: the resurrection,6.3,2898
North Sea Texas,Strand,28300.0,16700,2012,north sea texas,tt1625150,North Sea Texas,"Noordzee, Texas",2011,98.0,"Drama,Romance",north sea texas,7.2,7476
Double Trouble,CL,44800.0,,2012,double trouble,tt2309048,Double Trouble,Bao dao shuang xiong,2012,87.0,"Action,Comedy",double trouble,3.6,201
Double Trouble,CL,44800.0,,2012,double trouble,tt4997196,Double Trouble,Braca po babine linije,2016,90.0,Comedy,double trouble,5.4,153
Double Trouble,CL,44800.0,,2012,double trouble,tt6737834,Double Trouble,Tarapaty,2017,85.0,"Adventure,Family",double trouble,4.6,68
The Fairy,KL,38400.0,,2012,the fairy,tt1922645,The Fairy,La fée,2011,93.0,"Comedy,Drama",the fairy,6.1,2201
Hit So Hard,Vari.,34000.0,,2012,hit so hard,tt1796503,Hit So Hard,Hit So Hard,2011,103.0,"Biography,Documentary,Music",hit so hard,6.9,619
The Bay,RAtt.,30700.0,,2012,the bay,tt1713476,The Bay,The Bay,2012,84.0,"Horror,Sci-Fi,Thriller",the bay,5.6,23408
You've Been Trumped,ICir,29300.0,,2012,you've been trumped,tt1943873,You've Been Trumped,You've Been Trumped,2011,79.0,Documentary,you've been trumped,7.5,2069
In Another Country,KL,25100.0,,2012,in another country,tt1989712,In Another Country,Da-reun na-ra-e-seo,2012,89.0,Drama,in another country,6.4,2754
The First Time,Gold.,22800.0,,2012,the first time,tt1763303,The First Time,The First Time,2012,95.0,"Comedy,Drama,Romance",the first time,6.9,62589
The Day,Anch.,21000.0,,2012,the day,tt1756799,The Day,The Day,2011,87.0,"Action,Drama,Horror",the day,5.2,11732
28 Hotel Rooms,Osci.,18900.0,,2012,28 hotel rooms,tt2124074,28 Hotel Rooms,28 Hotel Rooms,2012,82.0,"Drama,Romance",28 hotel rooms,5.8,2757
Lovely Molly,Imag.,18500.0,,2012,lovely molly,tt1707392,Lovely Molly,Lovely Molly,2011,99.0,"Drama,Horror",lovely molly,5.3,8821
Juan of the Dead,Outs,18000.0,,2012,juan of the dead,tt1838571,Juan of the Dead,Juan de los muertos,2011,92.0,"Action,Comedy,Horror",juan of the dead,6.5,9158
Little Birds,MNE,17700.0,,2012,little birds,tt1623745,Little Birds,Little Birds,2011,94.0,Drama,little birds,6.2,4565
Alps,KL,16100.0,,2012,alps,tt1859446,Alps,Alpeis,2011,93.0,Drama,alps,6.4,8505
Patience (After Sebald),CGld,15900.0,,2012,patience (after sebald),tt2118702,Patience (After Sebald),Patience (After Sebald),2012,86.0,Documentary,patience (after sebald),6.9,246
Take Me Home,Mont.,15800.0,,2012,take me home,tt1261954,Take Me Home,Take Me Home,2011,97.0,"Comedy,Romance",take me home,6.8,6922
Take Me Home,Mont.,15800.0,,2012,take me home,tt5563194,Take Me Home,Take Me Home,2016,94.0,Horror,take me home,5.6,260
Reuniting the Rubins,Mont.,13600.0,,2012,reuniting the rubins,tt1344337,Reuniting the Rubins,Reuniting the Rubins,2010,97.0,"Comedy,Drama,Family",reuniting the rubins,5.3,348
Cirkus Columbia,Strand,3500.0,9500,2012,cirkus columbia,tt1417067,Cirkus Columbia,Cirkus Columbia,2010,113.0,"Comedy,Drama,Romance",cirkus columbia,7.3,2336
Grassroots,Gold.,12400.0,,2012,grassroots,tt1634286,Grassroots,Grassroots,2012,98.0,"Comedy,Drama",grassroots,5.3,996
Husbands in Goa,UTV,10100.0,,2012,husbands in goa,tt2407826,Husbands in Goa,Husbands in Goa,2012,140.0,Comedy,husbands in goa,3.6,204
Starry Starry Night,CL,10000.0,,2012,starry starry night,tt2084098,Starry Starry Night,Xing kong,2011,99.0,Drama,starry starry night,6.9,1057
Corpo Celeste,FM,8900.0,,2012,corpo celeste,tt1886502,Corpo Celeste,Corpo celeste,2011,99.0,Drama,corpo celeste,6.7,912
Dreams of a Life,Strand,8400.0,,2012,dreams of a life,tt1819513,Dreams of a Life,Dreams of a Life,2011,95.0,"Biography,Documentary,Drama",dreams of a life,6.8,2821
The Babymakers,MNE,7900.0,,2012,the babymakers,tt0835418,The Babymakers,The Babymakers,2012,95.0,Comedy,the babymakers,5.0,8147
Las Acacias,OutF,6000.0,,2012,las acacias,tt1754078,Las Acacias,Las acacias,2011,82.0,Drama,las acacias,6.9,2093
The Good Doctor,Magn.,5200.0,,2012,the good doctor,tt1582271,The Good Doctor,The Good Doctor,2011,91.0,"Drama,Thriller",the good doctor,5.5,6006
Sleepless Night,Trib.,3400.0,,2012,sleepless night,tt1683921,Sleepless Night,Nuit blanche,2011,103.0,"Action,Crime,Thriller",sleepless night,6.7,4238
Sleepless Night,Trib.,3400.0,,2012,sleepless night,tt2164088,Sleepless Night,Jam-mot deun-eun bam,2012,66.0,Drama,sleepless night,6.8,96
ATM,IFC,3000.0,,2012,atm,tt1603257,ATM,ATM,2012,90.0,"Horror,Thriller",atm,4.7,21608
About Cherry,IFC,3000.0,,2012,about cherry,tt1945062,About Cherry,About Cherry,2012,98.0,Drama,about cherry,4.8,9197
Perfect Sense,IFC,3000.0,,2012,perfect sense,tt1439572,Perfect Sense,Perfect Sense,2011,92.0,"Drama,Romance,Sci-Fi",perfect sense,7.1,51188
Cheerful Weather for the Wedding,IFC,2700.0,,2012,cheerful weather for the wedding,tt1159922,Cheerful Weather for the Wedding,Cheerful Weather for the Wedding,2012,89.0,"Comedy,Drama,Romance",cheerful weather for the wedding,5.6,2048
The Decoy Bride,IFC,800.0,,2012,the decoy bride,tt1657299,The Decoy Bride,The Decoy Bride,2011,89.0,"Comedy,Drama,Romance",the decoy bride,6.2,10018
Death of a Superhero,Trib.,600.0,,2012,death of a superhero,tt1384927,Death of a Superhero,Death of a Superhero,2011,97.0,"Animation,Drama",death of a superhero,7.1,3234
Frozen,BV,400700000.0,875700000,2013,frozen,tt1323045,Frozen,Frozen,2010,93.0,"Adventure,Drama,Sport",frozen,6.2,62311
Frozen,BV,400700000.0,875700000,2013,frozen,tt1611845,Frozen,Wai nei chung ching,2010,92.0,"Fantasy,Romance",frozen,5.4,75
Frozen,BV,400700000.0,875700000,2013,frozen,tt2294629,Frozen,Frozen,2013,102.0,"Adventure,Animation,Comedy",frozen,7.5,516998
Iron Man 3,BV,409000000.0,805800000,2013,iron man 3,tt1300854,Iron Man 3,Iron Man Three,2013,130.0,"Action,Adventure,Sci-Fi",iron man 3,7.2,692794
Despicable Me 2,Uni.,368100000.0,602700000,2013,despicable me 2,tt1690953,Despicable Me 2,Despicable Me 2,2013,98.0,"Adventure,Animation,Comedy",despicable me 2,7.4,344230
The Hobbit: The Desolation of Smaug,WB (NL),258399999.0,700000000,2013,the hobbit: the desolation of smaug,tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,161.0,"Adventure,Fantasy",the hobbit: the desolation of smaug,7.8,565563
The Hunger Games: Catching Fire,LGF,424700000.0,440300000,2013,the hunger games: catching fire,tt1951264,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,2013,146.0,"Action,Adventure,Sci-Fi",the hunger games: catching fire,7.5,575455
